id,participant_id,session_start_time,session_end_time,session_duration_ms,record_created_at
f320c1a1-75cd-460c-9270-c93b7ca8a2a2,416d5225-0175-4c9d-964c-2998e2d7acb1,2025-10-28 17:59:49.324+00,2025-10-28 18:18:32.078+00,1122754,2025-10-28 17:59:49.675607+00
d570e595-a74f-4e82-a9bc-0accdb0389ea,416d5225-0175-4c9d-964c-2998e2d7acb1,2025-10-28 17:59:49.324+00,2025-10-28 18:18:33.348+00,1124024,2025-10-28 18:18:33.780623+00
735b8d4c-5200-40c0-a5af-71f6701cc501,9c7b3c49-1422-474e-a77d-11f8ddb408e2,2025-10-27 21:37:45.328+00,2025-10-27 21:38:32.757+00,47429,2025-10-27 21:37:46.07171+00
1a6dc652-46d8-45d6-bfc1-ad675196b83c,337cc878-f0b7-4807-9005-08dcc0228a6a,2025-10-27 17:45:56.911+00,2025-10-27 17:46:00.983+00,4072,2025-10-27 17:45:57.29311+00
896beee1-f867-4d46-ae63-7025401aa401,193a0563-b869-4bbe-aa9e-d81bacf59a3e,2025-10-27 16:24:36.291+00,2025-10-27 16:27:27.712+00,171421,2025-10-27 16:24:36.894188+00
c53d283f-3272-4a80-b9a1-489effd0c81a,193a0563-b869-4bbe-aa9e-d81bacf59a3e,2025-10-27 16:21:43.736+00,2025-10-27 16:24:24.47+00,160734,2025-10-27 16:21:44.028525+00
ca7b1690-fd25-4c16-888c-cee54a3b8f73,193a0563-b869-4bbe-aa9e-d81bacf59a3e,2025-10-27 16:21:04.827+00,,,2025-10-27 16:21:05.152256+00
3ef72363-006d-4f3c-943e-3fd416a6f56a,41c0b6d2-f05f-4378-90a6-45c6fff68e44,2025-10-27 16:06:28.998+00,2025-10-27 16:06:32.251+00,3253,2025-10-27 16:06:29.304102+00
5ba03695-1c1d-4f0f-bba9-7b41630c0dd0,25040da2-2cce-4925-9fbd-855669f4cb23,2025-10-27 15:51:30.975+00,2025-10-27 15:52:07.23+00,36255,2025-10-27 15:51:29.865676+00
4cc52723-9078-49cc-bb60-4972b4b7d99a,25040da2-2cce-4925-9fbd-855669f4cb23,2025-10-27 15:47:07.6+00,2025-10-27 15:50:52.599+00,224999,2025-10-27 15:47:06.350597+00
2dba9608-5cb5-476c-acf1-9f27eb7684c0,328a652b-9ad2-4b70-ad1a-49a8f1fcc02d,2025-10-27 14:38:53.696+00,2025-10-27 14:43:18.139+00,264443,2025-10-27 14:38:54.006917+00
dc06e599-1e3d-4b21-8d1d-56555c05f022,5210feaa-5c2a-4444-b912-dc52d88c72c5,2025-10-27 13:12:42.174+00,2025-10-27 13:17:26.664+00,284490,2025-10-27 13:12:39.718749+00
841b6179-c16e-4f6b-88d2-9d0bb458417a,b43e4bd1-d8cb-4284-9079-1ff9f84146b4,2025-10-27 12:58:12.864+00,2025-10-27 12:58:30.318+00,17454,2025-10-27 12:58:13.482131+00
87524426-80b2-4b89-bf9e-211934ba0d16,b43e4bd1-d8cb-4284-9079-1ff9f84146b4,2025-10-27 12:57:44.717+00,2025-10-27 12:58:02.286+00,17569,2025-10-27 12:57:46.667129+00
f7d9323f-ff25-45a2-bf0e-9de7a5eb5321,b43e4bd1-d8cb-4284-9079-1ff9f84146b4,2025-10-27 12:51:55.312+00,2025-10-27 12:55:48.245+00,232933,2025-10-27 12:51:56.211624+00
5d75e70f-c920-4985-8239-6951da39a30a,b7a9b5f0-50fe-47ea-ac8a-f6ef1df7ba72,2025-10-27 12:49:42.656+00,2025-10-27 12:50:38.96+00,56304,2025-10-27 12:49:43.260848+00
e17d8317-e31b-46ac-a559-229630d36253,b7a9b5f0-50fe-47ea-ac8a-f6ef1df7ba72,2025-10-27 12:45:05.881+00,2025-10-27 12:48:20.58+00,194699,2025-10-27 12:45:06.139878+00
59cb593a-bcce-4562-80cf-2d09ece58569,b43e4bd1-d8cb-4284-9079-1ff9f84146b4,2025-10-27 12:32:58.961+00,,,2025-10-27 12:32:59.287408+00
72bb8d0c-ebbc-4e21-8795-2b15a70d2d98,b43e4bd1-d8cb-4284-9079-1ff9f84146b4,2025-10-27 12:31:58.752+00,,,2025-10-27 12:31:59.138292+00
e1a9080b-e2e8-4524-a1d0-69f587eb3386,faab30af-69f5-4422-bab2-0387d01d8765,2025-10-27 11:50:06.339+00,2025-10-27 11:50:22.972+00,16633,2025-10-27 11:50:28.548089+00
e3dbf94c-0f5e-402f-ad7b-c5e5b274482b,faab30af-69f5-4422-bab2-0387d01d8765,2025-10-27 11:50:06.339+00,2025-10-27 11:50:25.447+00,19108,2025-10-27 11:50:08.041729+00
39710c42-d66d-4dcd-9c09-a448ec8c1911,faab30af-69f5-4422-bab2-0387d01d8765,2025-10-27 11:47:27.969+00,2025-10-27 11:49:53.513+00,145544,2025-10-27 11:47:29.464262+00
c6996617-6ae0-4fbb-b4f9-063851b68315,5ce7762a-639c-456b-9482-8f3d2c2094f9,2025-10-27 11:31:39.802+00,2025-10-27 11:31:55.142+00,15340,2025-10-27 11:31:40.045493+00
4ec3cf95-e984-45cf-a4c7-9afb13f18488,5ce7762a-639c-456b-9482-8f3d2c2094f9,2025-10-27 11:25:53.258+00,2025-10-27 11:31:05.566+00,312308,2025-10-27 11:25:53.290201+00
debd173c-ad83-472b-bf84-6a16f07f5daf,bb7758ff-4018-4589-9209-4c9d1cfb3556,2025-10-27 11:21:53.182+00,2025-10-27 11:22:03.878+00,10696,2025-10-27 11:21:54.160223+00
c8d674e1-2b11-438d-bb13-3ed3c47cd8a6,bb7758ff-4018-4589-9209-4c9d1cfb3556,2025-10-27 11:20:02.307+00,2025-10-27 11:20:04.372+00,2065,2025-10-27 11:20:02.788167+00
bb0c7d92-a0e8-4020-9433-7415e9b4825f,bb7758ff-4018-4589-9209-4c9d1cfb3556,2025-10-27 11:19:20.58+00,2025-10-27 11:19:55.847+00,35267,2025-10-27 11:19:21.184999+00
1521063d-d964-431f-911e-bb3af4520811,bb7758ff-4018-4589-9209-4c9d1cfb3556,2025-10-27 11:16:46.988+00,2025-10-27 11:18:41.884+00,114896,2025-10-27 11:16:47.313023+00
9e5bd835-c889-4926-b37b-846ac951ace7,52ff75e1-7e1d-449f-9351-5123c7108a6c,2025-10-25 08:45:49.011+00,,,2025-10-25 08:45:49.358883+00
85a5a249-e2de-49b6-9b5b-e49f8fecd5e7,54f85d8d-cee9-4fb0-babc-124951e8bb0b,2025-10-24 17:41:04.514+00,2025-10-24 17:41:07.317+00,2803,2025-10-24 17:41:07.79225+00
a6b24f2e-ba08-4ee1-b824-386b0ae4ef1b,54f85d8d-cee9-4fb0-babc-124951e8bb0b,2025-10-24 17:39:27.909+00,2025-10-24 17:40:39.2+00,71291,2025-10-24 17:39:31.094207+00
